Unnamed: 0,City,Country,Continent,Housing,Cost of Living,Startups,Venture Capital,Travel Connectivity,Commute,Business Freedom,Safety,Healthcare,Education,Environmental Quality,Economy,Taxation,Internet Access,Leisure & Culture,Tolerance,Outdoors,latitude,longitude,mean
97,Gothenburg, Sweden,Europe,6.725,5.046000000000001,3.1285000000000007,3.725,3.6575,5.96875,9.568999999999996,7.296,8.101666666666667,4.7775,8.58975,5.694499999999999,2.7495000000000003,6.1925,4.0045,6.3645,4.5685,57.7072326,11.9670171,5.66
98,Grenoble, France,Europe,7.505000000000001,4.317,2.7430000000000003,1.852,3.996,5.52575,8.088333333333333,5.8875,9.063,4.549,6.151,4.2045,2.648000000000001,3.758,3.1785,5.0505,4.646,45.1875602,5.7357819,4.9
99,Guadalajara, Mexico,North America,9.527,9.49,4.3445,0.0,1.7294999999999998,4.3455,5.764999999999999,6.472000000000001,7.034333333333333,1.2095,3.34325,3.5005,4.333500000000001,4.0925,7.657,8.1575,3.4765000000000006,20.6720375,-103.338396,4.97
100,Guatemala City, Guatemala,North America,8.8125,8.175,2.641,1.673,0.8145000000000001,0.5237499999999999,4.616999999999999,6.139,4.763666666666666,0.0,3.75775,3.805,8.505,2.506,5.1645,7.157,4.1335,14.6222328,-90.5185188,4.31
101,Halifax, Canada,North America,6.895000000000001,4.9430000000000005,3.624,2.2840000000000003,1.5699999999999998,5.402750000000001,8.966,7.188500000000001,7.885666666666666,5.42,7.618499999999999,5.8405000000000005,7.2745000000000015,6.123500000000001,3.942,7.853499999999999,4.023,44.648618,-63.5859487,5.7
102,Hamburg, Germany,Europe,5.944500000000001,4.904,5.793999999999999,4.197,5.685000000000001,5.8265,9.072333333333331,6.4590000000000005,8.129999999999999,4.306500000000001,8.123999999999999,5.373500000000001,3.9035,5.560499999999999,6.3525,7.162999999999999,5.088,53.550341,10.000654,6.0
103,Hannover, Germany,Europe,7.754000000000001,6.000000000000001,1.0,0.0,5.646,6.54975,9.072333333333331,7.352500000000002,8.133666666666667,4.834,9.13125,5.373500000000001,3.9035,5.666,3.5255,7.266,4.2665,52.3744779,9.7385532,5.62
104,Havana, Cuba,North America,9.089,7.607999999999999,1.4975000000000005,0.0,1.919,0.0,1.643333333333333,8.6335,6.999666666666665,0.0,3.86225,2.5495000000000005,0.5,1.703,2.0700000000000003,8.7595,5.0225,23.135305,-82.3589631,3.64
105,Helsinki, Finland,Europe,5.396000000000001,4.121,5.683,5.507,4.7505,5.77925,9.450666666666669,8.674000000000001,7.953666666666665,5.4545,9.301,3.921,4.8785,5.1035,7.054500000000001,7.501500000000001,4.797999999999999,60.1674881,24.9427473,6.2
106,Ho Chi Minh City, Vietnam,Asia,8.618,8.844000000000001,4.93,1.7390000000000003,2.08,5.1835,4.101666666666666,6.767500000000001,5.540333333333333,4.116499999999999,1.4197499999999998,4.8345,5.045,4.565,5.874000000000001,5.943499999999999,1.2575,10.7715512,106.6983801,4.76
107,Hong Kong, Hong Kong,Asia,1.0,4.967,8.343,8.314,3.679,5.54025,9.294333333333334,9.3505,4.154000000000001,9.711,4.53325,6.4825,8.380499999999998,6.2275,7.0585,7.152000000000001,5.796,22.2793278,114.1628131,6.47
108,Honolulu, Hawaii,North America,2.3415000000000004,2.867,4.1335,0.0,1.983,4.1617500000000005,8.671,6.8565000000000005,6.430999999999997,4.2805,6.094000000000001,6.5145,4.204,6.158,7.622999999999999,7.774000000000001,5.917500000000001,21.304547,-157.855676,5.06
109,Houston, Texas,North America,5.224500000000001,6.162,7.9345,4.474,4.338500000000001,4.03075,8.671,3.129,6.379,4.928,5.304500000000001,6.5145,4.772,6.248499999999999,7.144,5.34,5.385999999999999,29.7589382,-95.3676974,5.65
110,Hyderabad, India,Asia,10.0,10.0,8.724499999999999,3.585,3.841,4.632000000000001,3.618,8.1265,3.957333333333333,0.0,2.8405000000000005,5.5565,3.4145,5.540000000000001,4.271,4.132499999999999,3.2085000000000004,17.360589,78.4740613,5.03
111,Indianapolis, Indiana,North America,6.266,5.478,5.503,3.96,1.6815000000000002,4.85875,8.671,3.968,6.151333333333332,3.6245,6.1605,6.5145,4.062,5.875500000000001,7.298999999999999,6.869999999999999,3.965,39.7683331,-86.1583502,5.35
112,Innsbruck, Austria,Europe,6.708,4.732,2.1255,0.0,5.569500000000001,6.3740000000000006,7.596,8.273,7.884666666666666,4.33,7.366,4.663,2.666,5.0595,4.4245,8.485499999999998,3.9635,47.2654296,11.3927685,5.31
113,Istanbul, Turkey,Asia,9.1375,8.787,6.9535,2.111,5.8355,4.06575,5.948333333333333,6.8935,6.839999999999998,2.1525,3.40475,4.093500000000001,4.323499999999999,3.5005,10.0,3.8925,5.7435,41.0096334,28.9651646,5.52
114,Jacksonville, Florida,North America,6.450000000000001,5.359,4.3475,2.545,1.5674999999999997,1.40575,8.671,3.8255,6.199,3.6245,7.12025,6.5145,4.772,6.157500000000001,5.6545000000000005,5.6785000000000005,5.013,30.3321838,-81.655651,5.0
115,Jakarta, Indonesia,Asia,8.671,8.471,5.649500000000001,6.437,2.4885000000000006,3.640000000000001,4.028666666666666,7.0005,4.183999999999999,1.0275,2.4857500000000003,4.657500000000001,6.266,4.498999999999999,8.146,2.0665,7.202000000000001,-6.1753942,106.827183,5.12
116,Johannesburg, South Africa,Africa,8.012,7.575000000000001,4.937499999999999,1.467,3.2030000000000003,3.91575,4.732,5.165500000000001,3.6486666666666654,0.7585,4.325500000000001,2.7680000000000007,5.151,2.8375,4.4015,3.6605,2.9560000000000004,-26.205,28.049722,4.09
117,Kansas City, Missouri,North America,6.7075,5.844,2.793999999999999,3.5380000000000007,1.869,1.9725000000000004,8.671,4.422500000000001,6.4496666666666655,3.6245,7.9765,6.5145,4.062,8.188500000000001,6.674500000000001,5.0205,4.161500000000001,39.100105,-94.5781416,5.21
118,Karlsruhe, Germany,Europe,7.764499999999998,5.294,2.994,1.299,4.7985,4.905499999999999,9.072333333333331,6.858,8.412,5.2075000000000005,7.7675,5.373500000000001,3.9035,4.5945,3.9865,8.337,4.588500000000001,49.0068705,8.4034195,5.6
119,Kathmandu, Nepal,Asia,10.0,9.445,3.2110000000000003,0.0,1.041,5.348999999999999,4.740333333333333,8.5055,4.115999999999999,0.0,1.0,4.496,5.513000000000002,2.201,5.039,9.129,3.798,27.708317,85.3205817,4.57
120,Kiev, Ukraine,Europe,9.0845,9.817,4.0495,2.545,5.4875,5.16075,4.525333333333333,7.2555,4.850999999999999,0.5,3.6665,1.2755,5.478,6.041499999999999,8.419500000000001,6.827,5.348999999999999,50.4500336,30.5241361,5.32
121,Kingston, Jamaica,North America,8.8955,5.937,2.648000000000001,0.0,0.8145000000000001,4.926750000000001,6.567666666666668,5.5275,6.677999999999999,0.0,3.02025,1.8295,6.073499999999999,4.483499999999999,4.2780000000000005,2.8435,3.3460000000000005,17.9712148,-76.7928128,4.0
122,Knoxville, Tennessee,North America,6.975499999999999,6.447000000000001,3.5165,0.0,1.379,1.943,8.671,5.1295,6.421666666666667,4.212,3.72325,6.5145,4.772,7.092499999999999,4.495500000000001,5.4025,1.7525,35.9603948,-83.9210261,4.62
123,Krakow, Poland,Europe,8.4245,8.509,4.534000000000001,2.11,2.9285000000000005,5.629,5.7043333333333335,8.521500000000001,6.853999999999999,4.6625000000000005,4.802,4.7615,5.097,5.7875,7.839999999999999,4.592000000000001,4.3085,50.0619474,19.9368564,5.6
124,Kuala Lumpur, Malaysia,Asia,8.663499999999999,8.238,5.542,4.245,3.5620000000000003,4.37975,7.597333333333332,5.880999999999999,5.950333333333333,2.527,3.869999999999999,6.339,6.1265,5.4615,7.166,1.528,5.738500000000001,3.1516964,101.6942371,5.46
125,Kyoto, Japan,Asia,3.765,0.0,1.3025,0.0,6.7945,2.5,8.389666666666667,10.0,9.078666666666669,6.241,6.435,3.7235,6.033,3.712,8.153500000000001,7.663,1.6465,35.021041,135.7556075,5.03
126,Lagos, Nigeria,Africa,7.767,9.098,6.4335,2.5100000000000007,1.7479999999999998,3.56475,3.255666666666666,5.999499999999999,2.862333333333333,0.0,1.90725,5.061,6.2155000000000005,1.634,1.3585,1.406,3.8245,6.4550575,3.3941795,3.81
127,La Paz, Bolivia,South America,4.724,0.0,1.4975000000000005,0.0,1.3190000000000002,3.83425,3.482,6.750500000000001,4.315999999999999,0.0,1.73375,4.536,4.549,1.548,1.525,6.292999999999999,5.499999999999999,-16.4955455,-68.1336229,3.04
128,Las Palmas de Gran Canaria, Spain,Europe,8.232000000000001,7.717,1.5835,0.0,4.323499999999999,0.0,7.1196666666666655,9.1545,9.214333333333332,3.759000000000001,6.860499999999999,4.296,3.894000000000001,6.195500000000001,2.8145,9.7185,5.5375000000000005,28.1288694,-15.4349015,5.32
129,Las Vegas, Nevada,North America,7.001,5.759,7.515,2.022,3.5285,4.807499999999999,8.671,2.385,5.6353333333333335,3.6245,5.556500000000001,6.5145,4.772,5.3035,6.3685,7.275,5.385,36.1672559,-115.148516,5.42
130,Lausanne, Switzerland,Europe,4.0755,1.0,3.822,3.308,6.5145,5.85825,8.888,8.032499999999999,7.351999999999999,6.622,8.809750000000001,6.552,6.4285000000000005,4.146,4.222,8.4535,5.337999999999999,46.5218269,6.6327025,5.85
131,Leeds, United Kingdom,Europe,6.811,5.363,3.3605,4.423,6.595000000000001,5.1057500000000005,8.991999999999999,7.731,8.633666666666667,4.9825,5.922000000000001,5.438,5.9545,7.329499999999999,3.7435,7.214,1.2955,53.7974185,-1.5437941,5.82
132,Leipzig, Germany,Europe,8.177,5.9110000000000005,2.7065,0.0,4.337,6.01375,9.072333333333331,7.277000000000001,7.300333333333332,4.306500000000001,9.03275,5.373500000000001,3.9035,5.646500000000001,4.5265,7.1935,4.747000000000001,51.3406321,12.3747329,5.62
133,Lille, France,Europe,7.532000000000001,5.399000000000001,3.2585,2.381,6.020000000000001,2.29375,8.088333333333333,6.942,9.071,4.3935,4.2395,4.2045,2.648000000000001,3.826999999999999,5.1095000000000015,7.202999999999999,2.2925000000000004,50.6365654,3.0635282,5.0
134,Lima, Peru,South America,8.712,8.496,3.8835,1.65,2.012,4.759,5.001666666666667,5.2905,5.710666666666665,0.5,2.48075,3.1625000000000005,6.524,2.41,6.8085,6.0805,5.388000000000001,-12.0621065,-77.0365256,4.64
135,Lisbon, Portugal,Europe,6.734000000000001,7.004000000000001,6.022,3.194,4.191000000000001,5.31575,8.238666666666665,8.438,7.860333333333332,4.48,6.4115,3.483,4.1575,6.394000000000001,7.833500000000001,9.597,5.690999999999999,38.7077507,-9.1365919,6.18
136,Liverpool, United Kingdom,Europe,7.485,6.02,3.559,2.355,6.649500000000001,4.541,8.991999999999999,7.7285,9.027666666666669,4.872,7.275250000000001,5.438,5.9545,8.994,5.393,7.451,5.458500000000001,53.4071991,-2.99168,6.31
137,Ljubljana, Slovenia,Europe,8.214000000000002,6.749000000000001,4.088000000000001,1.2300000000000002,2.293,5.69875,7.676666666666666,8.953,7.671666666666668,4.851999999999999,8.661750000000001,4.7205,4.8100000000000005,5.4895000000000005,4.799,8.184000000000001,1.8225,46.0499803,14.5068602,5.65
138,London, United Kingdom,Europe,1.0,3.94,10.0,9.859,9.4025,5.3955,8.991999999999999,7.243500000000001,8.017999999999999,9.027,5.547750000000001,5.438,5.9545,5.8455,9.4555,6.573,5.374499999999999,51.5073219,-0.1276474,6.89
139,Los Angeles, California,North America,1.5275,4.556000000000001,10.0,10.0,3.9585,3.677000000000001,8.574666666666667,5.705,6.027333333333332,8.6245,4.7315000000000005,6.5145,4.7675,5.496500000000001,9.196,6.959999999999999,6.747,34.0536909,-118.242766,6.3
140,Louisville, Kentucky,North America,7.258,6.358000000000001,4.254,2.293,1.473,1.954,8.671,3.6175,6.162333333333332,3.6245,6.601249999999999,6.5145,4.062,5.526999999999999,5.6935,5.778499999999999,1.3,38.2542376,-85.759407,4.78
141,Luxembourg, Luxembourg,Europe,2.4530000000000003,3.411,3.307500000000001,1.8990000000000005,4.5805,5.8445,7.856666666666666,8.627999999999998,8.220333333333333,3.4795,8.57625,7.473000000000001,7.151,5.458,4.495500000000001,8.8045,1.475,49.6112768,6.129799,5.48
142,Lviv, Ukraine,Europe,9.778,10.0,4.204,0.0,3.7615,5.485250000000001,4.525333333333333,7.822,4.869999999999999,0.0,4.82525,1.2755,5.478,5.055999999999999,7.0585,6.715999999999999,4.436000000000001,49.841952,24.0315921,5.02
143,Lyon, France,Europe,6.697000000000001,4.349,4.4995,3.083,5.963000000000001,5.18525,8.088333333333333,7.134499999999999,8.641666666666666,4.5805,6.54325,4.2045,2.648000000000001,9.403,5.987500000000001,6.517,5.373500000000001,45.7578137,4.8320114,5.82
144,Madison, Wisconsin,North America,5.8295,6.173,4.017,2.9130000000000003,1.2295,5.473750000000001,8.671,7.362000000000001,7.006999999999999,5.385999999999999,9.524,6.5145,4.204,4.9925,4.422000000000001,7.9005,4.376,43.074761,-89.3837613,5.65
145,Madrid, Spain,Europe,6.414000000000001,6.2490000000000006,0.0,4.79,5.8555,5.285750000000001,7.1196666666666655,7.7925,8.916333333333332,4.291500000000001,5.5655,4.296,3.894000000000001,6.241,9.338,7.665000000000001,6.22,40.4167047,-3.7035825,5.88
146,Malaga, Spain,Europe,8.0515,7.375,2.4585,0.0,4.3605,5.78275,7.1196666666666655,7.693,8.655666666666667,3.759000000000001,8.108250000000002,4.296,3.894000000000001,6.1895,6.389,7.5005,5.784000000000001,36.7213028,-4.4216366,5.74
147,Malmo, Sweden,Europe,7.263000000000001,5.57,3.645,2.683,4.7675,5.646750000000001,9.568999999999996,6.598000000000001,8.215,3.893,9.2055,5.694499999999999,2.7495000000000003,8.219999999999999,2.3445,5.304,4.524,55.6052931,13.0001566,5.65
148,Managua, Nicaragua,North America,4.7855,0.0,1.866,0.0,0.6075,0.0,4.600333333333333,7.774500000000001,6.403666666666666,0.0,3.3405,3.9395,3.2545,1.177,1.837,9.239,1.4335,12.1459907,-86.2746665,2.96
149,Manchester, United Kingdom,Europe,6.455500000000001,5.049000000000001,5.769500000000001,4.908,6.397500000000001,4.728,8.991999999999999,6.7725,8.518999999999998,5.652,4.363,5.438,5.9545,5.814,4.9750000000000005,6.6770000000000005,3.676,53.4794892,-2.2451148,5.9
150,Manila, Philippines,Asia,8.5955,8.751999999999999,4.805,3.547,2.6345,3.713,4.592333333333334,6.4345,4.297666666666667,0.0,1.683,5.006499999999999,4.303,4.608,7.584,5.503,4.8255,14.5907332,120.9809674,4.76
151,Marseille, France,Europe,7.5885,6.026000000000002,3.3095000000000003,2.843,5.950500000000001,5.86075,8.088333333333333,5.252,8.843666666666666,4.442,3.942,4.2045,2.648000000000001,5.5425,5.443000000000001,6.1735,5.1835,43.2961743,5.3699525,5.38
152,Medellin, Colombia,South America,9.2315,9.315,4.618,0.0,0.928,5.3545,6.348666666666665,7.477,6.790666666666666,1.531,6.17075,4.5945,1.8515000000000004,4.1485,5.029,9.302,3.662,6.2443382,-75.573553,5.08
153,Melbourne, Australia,Oceania,4.829999999999999,4.798000000000001,8.204,5.020000000000001,2.8465000000000003,4.872,9.399666666666668,7.1325,8.015999999999998,6.2205,7.891499999999999,6.0695000000000014,4.5885,5.896000000000001,6.461,7.0005,6.202999999999999,-37.8142176,144.9631608,6.21
154,Memphis, Tennessee,North America,7.1145000000000005,5.829,4.449499999999999,0.0,1.6615000000000002,1.9175,8.671,2.8585000000000003,4.951333333333333,3.6245,4.545249999999999,6.5145,4.772,6.07,6.860499999999999,4.040500000000001,3.5695,35.1490215,-90.0516285,4.56
155,Mexico City, Mexico,North America,8.360000000000001,9.244,7.479999999999999,2.6340000000000003,2.87,3.806,5.760999999999998,5.464000000000001,6.379999999999999,1.713,2.5062500000000005,3.5005,4.333500000000001,5.8405000000000005,9.962,7.089,3.914,19.4326296,-99.1331785,5.35
156,Miami, Florida,North America,3.031,4.497,8.0225,5.055,4.1690000000000005,4.0527500000000005,8.671,4.321,6.031,4.3945,6.292,6.5145,4.772,5.824,6.7675,6.043500000000001,5.3845,25.7741728,-80.19362,5.53
157,Milan, Italy,Europe,5.194500000000001,4.801000000000001,5.190499999999999,3.286,6.683,5.5120000000000005,6.189666666666666,7.378000000000001,8.444666666666667,4.283,4.458,3.3625,2.4365,5.013999999999999,7.917000000000001,7.2195,5.641,45.4641943,9.1896346,5.48
158,Milwaukee, Wisconsin,North America,6.1225,5.526,4.8305,2.005,1.5875,4.915000000000001,8.671,4.267,6.082333333333333,4.177,7.989000000000001,6.5145,4.204,4.346,6.8375,4.844,5.064000000000001,43.0349931,-87.922497,5.18
159,Minneapolis-Saint Paul, Minnesota,North America,4.738500000000001,5.042000000000001,6.5265,5.5230000000000015,3.544,4.924999999999999,8.671,5.085000000000001,6.680999999999999,5.2745,8.362,6.5145,4.062,6.258499999999999,6.8505,7.288,5.095999999999999,44.878019050000006,-93.2209280537696,5.91
160,Minsk, Belarus,Europe,9.4955,9.289,4.3785,0.0,3.7664999999999993,5.365500000000001,5.596333333333332,9.038,5.5106666666666655,0.5,7.04825,3.204,5.926,4.863,6.949999999999999,7.4215,4.906000000000001,53.9024716,27.5618225,5.49
161,Montevideo, Uruguay,South America,8.183000000000002,6.197,2.863,2.205,1.183,5.288,7.943999999999997,5.9735000000000005,6.654999999999999,1.6900000000000002,4.545,4.416,4.8285,2.1785,4.9465,9.71,5.1785,-34.9058916,-56.1913095,4.95
162,Montreal, Canada,North America,7.392000000000001,5.948,8.102500000000001,5.773000000000001,3.443,5.107,8.966,7.822,7.395,7.299000000000001,7.7215,5.8405000000000005,7.2745000000000015,4.478000000000001,6.9175,8.193,5.303,45.5031824,-73.5698065,6.65
163,Moscow, Russia,Europe,6.555000000000001,8.099,5.053,3.704999999999999,9.0545,4.546250000000001,5.386666666666667,7.478,4.763,4.5725,5.27475,3.148,6.017000000000001,6.571,8.875499999999999,3.4750000000000005,5.090000000000002,55.7504461,37.6174943,5.75
164,Mumbai, India,Asia,8.124,9.825,9.853000000000002,6.179,5.414,3.94,3.618,7.618500000000001,3.802333333333333,0.5275,2.0965,5.5565,3.4145,3.429,4.968499999999999,3.839,5.792000000000001,19.0759899,72.8773928,5.18
165,Munich, Germany,Europe,4.23,4.648,6.915,6.509,8.056500000000002,6.013999999999999,9.072333333333331,9.049,8.370999999999999,7.554499999999999,9.018250000000002,5.373500000000001,3.9035,5.155000000000001,7.335999999999999,8.4745,7.330999999999999,48.1371079,11.5753822,6.89
166,Nairobi, Kenya,Africa,8.8505,8.431999999999999,6.026,4.600999999999999,2.3145,4.069,3.246333333333333,5.972,3.5983333333333327,0.5,3.1987500000000004,4.376999999999999,5.084,1.889,2.67,2.579,4.0495,-1.2832533,36.8172449,4.21
167,Nantes, France,Europe,7.7225,5.021,3.353,2.2300000000000004,4.989,5.997750000000001,8.088333333333333,7.6355,8.533333333333333,4.4045000000000005,7.323,4.2045,2.648000000000001,4.867,4.351000000000001,7.0555,2.672,47.2186371,-1.5541362,5.36
168,Naples, Italy,Europe,8.215,5.81,2.0405,0.0,3.9410000000000007,4.70575,6.189666666666666,6.389500000000002,7.186333333333332,4.058000000000001,1.65625,3.3625,2.4365,5.314000000000001,6.045,6.7535,5.359,40.8358846,14.2487679,4.68
169,Nashville, Tennessee,North America,4.4545,5.742000000000001,6.0600000000000005,3.569,1.9080000000000004,4.501,8.671,5.078,5.952999999999999,4.733,7.056499999999999,6.5145,4.772,6.6370000000000005,7.0200000000000005,6.807500000000001,1.2735,36.1622767,-86.7742984,5.34
170,New Orleans, Louisiana,North America,5.339,4.991999999999999,4.7365,1.21,1.757,4.6275,8.671,2.088,5.884,4.151999999999999,5.674,6.5145,4.346,6.453000000000001,7.1985,5.1240000000000006,1.0,29.9759983,-90.0782127,4.7
171,New York, New York,North America,1.0,2.342,10.0,10.0,6.675,5.51925,8.671,7.022,6.105333333333332,8.0935,5.233749999999999,6.5145,3.9205,7.0985,10.0,6.7125,5.7475,40.7127281,-74.0060152,6.51
172,Nice, France,Europe,6.4985,4.475,3.0975,2.603,6.46,6.051,8.088333333333333,7.234,8.329666666666665,4.4045000000000005,6.423,4.2045,2.648000000000001,6.472,4.7795,6.467499999999999,5.5265,43.7009358,7.2683912,5.52
173,Nicosia, Cyprus,Europe,8.631,6.301,3.407,0.0,1.606,5.491250000000001,7.438666666666665,8.102500000000001,6.758666666666667,2.475,3.672,2.9955,7.507999999999999,2.6545,6.949,7.5055,1.7755,35.1748976,33.3638568,4.9
174,Oklahoma City, Oklahoma,North America,7.261000000000001,6.394,4.1375,0.0,1.399,5.02725,8.671,4.6855,5.976666666666666,3.6245,7.61525,6.5145,4.204,7.689,5.376000000000001,6.022,4.129,35.4729886,-97.5170536,5.22
175,Omaha, Nebraska,North America,7.040500000000001,5.994000000000001,4.0120000000000005,0.0,1.4165,2.1277500000000003,8.671,5.5520000000000005,6.893999999999999,4.128,7.876000000000001,6.5145,4.204,6.3065,4.942,5.800999999999999,4.181,41.2587459,-95.9383758,5.04
176,Orlando, Florida,North America,5.778499999999999,5.284,6.5975,2.464,3.7735,4.33875,8.671,4.134,5.9673333333333325,3.6245,6.676,6.5145,4.772,4.886,5.9295,5.784000000000002,4.492999999999999,28.5421109,-81.3790304,5.28
177,Osaka, Japan,Asia,7.8315,4.819,2.668,2.144,6.201499999999999,5.255000000000001,8.417666666666667,10.0,8.705333333333332,5.589499999999999,5.326750000000001,3.7235,6.033,3.724,7.2265,7.189500000000001,5.1875,34.6198813,135.490357,5.89
178,Oslo, Norway,Europe,3.768,1.0380000000000005,5.2090000000000005,3.869,5.177,5.775250000000001,9.635333333333332,7.1065000000000005,7.909999999999998,5.144500000000001,8.42425,7.0735,4.752,7.9705,5.899,7.029999999999999,6.1895,59.9133301,10.7389701,6.0
179,Ottawa, Canada,North America,6.700499999999999,6.027,6.055,2.612,1.532,5.4052500000000006,8.966,8.4475,8.011333333333333,5.423500000000001,9.29225,5.8405000000000005,7.2745000000000015,6.267499999999999,6.0920000000000005,8.6295,5.318499999999999,45.4211435,-75.6900574,6.35
180,Oulu, Finland,Europe,3.7445,0.0,2.3135000000000003,2.575,2.716,6.04075,9.450666666666669,8.458500000000003,7.701333333333332,5.4545,8.933000000000002,3.921,4.8785,5.722999999999999,2.006,8.329000000000002,5.072,65.0118734,25.4716809,5.14
181,Oxford, United Kingdom,Europe,3.65,4.941000000000001,4.551,3.843,7.926000000000001,5.95825,8.991999999999999,8.5685,7.970000000000001,6.638000000000001,7.553750000000001,5.438,5.9545,6.1545000000000005,5.495,8.258000000000001,2.6290000000000004,51.7520131,-1.2578499,6.15
182,Palo Alto, California,North America,0.5,0.0,8.2945,9.623,3.1505000000000005,2.2027499999999995,8.671,7.637,6.515,3.6245,6.726500000000001,6.5145,4.488,7.142,0.0,8.454,1.7500000000000002,37.4443293,-122.1598465,5.02
183,Panama, Panama,North America,3.1530000000000005,0.0,3.559,0.0,2.002,0.0,6.208666666666667,6.976000000000001,6.593333333333334,0.0,4.38425,6.040500000000001,6.947500000000001,3.1900000000000004,5.5565,6.7855,4.8195,8.559559,-81.1308434,3.9
184,Paris, France,Europe,3.5835,3.664,9.2765,7.513000000000001,10.0,5.330500000000001,8.088333333333333,6.2465,8.207666666666666,7.085,4.36225,4.2045,2.648000000000001,9.716,9.8165,5.579,4.433,48.8588897,2.3200410217200766,6.46
185,Perth, Australia,Oceania,5.233,4.795,5.127000000000001,3.102,2.1105,4.695,9.399666666666668,7.1045,8.059333333333331,5.143,8.132500000000002,6.0695000000000014,4.5885,4.1785,4.5115,7.470500000000001,5.6835,-31.9527121,115.8604796,5.62
186,Philadelphia, Pennsylvania,North America,4.207,4.422000000000001,7.3625,5.215999999999999,3.556,4.1315,8.671,3.133,6.482666666666664,6.0285,5.1240000000000006,6.5145,3.7785,7.443,8.492,5.864500000000001,4.115,39.9527237,-75.1635262,5.57
187,Phnom Penh, Cambodia,Asia,8.552000000000001,8.001000000000001,1.4975000000000005,0.0,1.2395,4.68,1.0,6.684,2.984,0.0,2.4482500000000003,5.379999999999999,7.984000000000001,3.395,5.407,6.030500000000001,3.4330000000000007,11.568271,104.9224426,4.05
188,Phoenix, Arizona,North America,6.533,6.208,6.508500000000001,4.558,3.3025,4.828500000000001,8.671,2.583,6.126333333333331,4.590999999999999,4.625249999999999,6.5145,4.488,6.178,6.8100000000000005,5.565,6.7355,33.4484367,-112.0741417,5.58
189,Phuket, Thailand,Asia,8.823,7.602000000000001,2.2445,0.0,1.8075,4.50425,5.6036666666666655,5.7285,6.653666666666665,1.187,3.62425,2.387,6.794500000000001,3.615,4.8135,5.156000000000001,4.626,7.9366015,98.3529292,4.43
190,Pittsburgh, Pennsylvania,North America,5.963500000000002,4.795,6.5075,3.5809999999999995,1.7379999999999998,4.308,8.671,4.791,6.399666666666666,6.5935,6.874250000000001,6.5145,3.7785,8.669500000000001,6.859,7.390000000000001,4.0685,40.4416941,-79.9900861,5.74
191,Portland, Maine,North America,0.0,0.0,3.637000000000001,0.0,1.102,1.97025,8.671,6.358499999999999,5.174666666666666,3.6245,7.675499999999999,6.5145,4.062,3.5465,3.305,8.270999999999999,4.978,43.6610277,-70.2548596,4.06
192,Portland, Oregon,North America,4.138,4.924,6.957,5.899,2.2405,4.908,8.671,5.1805,6.317666666666667,4.2155,8.4595,6.5145,3.9205,5.968500000000001,6.2195,8.1595,6.303999999999999,45.5202471,-122.6741949,5.83
193,Porto, Portugal,Europe,8.109500000000002,7.422000000000001,4.313000000000001,1.886,3.1115,5.460000000000001,8.238666666666665,7.704500000000001,8.166666666666666,4.449,7.03875,3.483,4.1575,4.4945,5.625,9.5735,5.9485,41.1494512,-8.6107884,5.84
194,Porto Alegre, Brazil,South America,9.221000000000002,8.120000000000001,2.6705,0.0,0.9655,5.105,2.781,5.2955,5.56,1.017,4.13975,2.187,2.8525,2.196,7.7035,7.448,4.922499999999999,-30.0324999,-51.2303767,4.25
195,Prague, Czechia,Europe,7.4305,7.569,5.7795000000000005,2.302,5.4815000000000005,5.846500000000001,6.2126666666666654,8.6595,7.8809999999999985,4.238,7.0142500000000005,4.378000000000001,5.9335,6.0905,8.464500000000001,8.1985,4.901000000000001,50.0874654,14.4212535,6.26
196,Providence, Rhode Island,North America,3.1530000000000005,0.0,3.764,1.0,3.0185,2.422,8.671,6.846,6.515,5.3015,5.900499999999999,6.5145,4.204,8.9345,3.9185000000000008,7.49,1.084,41.8239891,-71.4128343,4.64
197,Quebec, Canada,Europe,8.5175,6.037,3.7345000000000006,2.237,1.3815000000000002,5.279999999999999,8.966,9.1595,8.131333333333334,5.42,7.3155,5.8405000000000005,7.2745000000000015,3.2985,5.636500000000001,8.622,4.718999999999999,52.4760892,-71.8258668,5.98
198,Quito, Ecuador,South America,9.0165,7.822,2.857500000000001,0.0,0.8900000000000001,4.789250000000001,3.021333333333333,6.968999999999999,6.406333333333332,0.0,4.1762500000000005,3.8855,7.513999999999999,3.4815,4.8015,8.826499999999998,5.499999999999999,-0.2201641,-78.5123274,4.71
199,Raleigh, North Carolina,North America,6.128500000000001,5.610000000000001,5.497,5.157000000000002,1.757,4.78425,8.671,6.5225,6.677333333333333,7.1165,8.583750000000002,6.5145,4.062,7.9515,6.613,7.562000000000001,3.3905000000000003,35.7803977,-78.6390989,6.04
200,Reykjavik, Iceland,Europe,2.7715,1.0,3.168,2.875,1.1349999999999998,5.475,9.36,8.658,8.078999999999999,4.057,8.62375,5.283,4.4655000000000005,6.742,5.0205,9.565,4.8035000000000005,64.145981,-21.9422367,5.36
201,Richmond, Virginia,North America,6.439500000000002,5.949,4.2705,2.097,1.38,5.648499999999999,8.671,3.3765,6.488333333333332,3.6245,6.6217500000000005,6.5145,4.204,7.645499999999999,6.3385,7.151,1.035,37.5385087,-77.43428,5.15
